item_id,practice_area,jurisdiction,difficulty,gen_condition,rater,dimension,score
CON-08,Commercial contracts,England & Wales,2,B_terse,G4b,D1_accuracy,3
CON-08,Commercial contracts,England & Wales,2,B_terse,G4b,D2_jurisdiction,2
CON-08,Commercial contracts,England & Wales,2,B_terse,G4b,D3_completeness,1
CON-08,Commercial contracts,England & Wales,2,B_terse,G4b,D4_authority,1
CON-08,Commercial contracts,England & Wales,2,B_terse,G4b,D5_scope,1
CON-08,Commercial contracts,England & Wales,2,B_terse,G4b,critical_failure,0
CON-08,Commercial contracts,England & Wales,2,B_terse,G4ng,D1_accuracy,2
CON-08,Commercial contracts,England & Wales,2,B_terse,G4ng,D2_jurisdiction,2
CON-08,Commercial contracts,England & Wales,2,B_terse,G4ng,D3_completeness,1
CON-08,Commercial contracts,England & Wales,2,B_terse,G4ng,D4_authority,1
CON-08,Commercial contracts,England & Wales,2,B_terse,G4ng,D5_scope,1
CON-08,Commercial contracts,England & Wales,2,B_terse,G4ng,critical_failure,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G1,D1_accuracy,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G1,D2_jurisdiction,3
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G1,D3_completeness,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G1,D4_authority,2
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G1,D5_scope,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G1,critical_failure,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2,D1_accuracy,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2,D2_jurisdiction,2
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2,D3_completeness,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2,D4_authority,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2,D5_scope,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2,critical_failure,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2b,D1_accuracy,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2b,D2_jurisdiction,3
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2b,D3_completeness,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2b,D4_authority,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2b,D5_scope,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G2b,critical_failure,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G3,D1_accuracy,3
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G3,D2_jurisdiction,3
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G3,D3_completeness,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G3,D4_authority,2
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G3,D5_scope,2
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G3,critical_failure,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4,D1_accuracy,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4,D2_jurisdiction,2
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4,D3_completeness,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4,D4_authority,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4,D5_scope,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4,critical_failure,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4b,D1_accuracy,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4b,D2_jurisdiction,2
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4b,D3_completeness,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4b,D4_authority,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4b,D5_scope,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4b,critical_failure,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4ng,D1_accuracy,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4ng,D2_jurisdiction,2
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4ng,D3_completeness,0
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4ng,D4_authority,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4ng,D5_scope,1
COR-01,Corporate / M&A,US - Delaware,2,A_standard,G4ng,critical_failure,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G1,D1_accuracy,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G1,D2_jurisdiction,3
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G1,D3_completeness,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G1,D4_authority,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G1,D5_scope,2
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G1,critical_failure,0
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2,D1_accuracy,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2,D2_jurisdiction,2
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2,D3_completeness,0
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2,D4_authority,0
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2,D5_scope,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2,critical_failure,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2b,D1_accuracy,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2b,D2_jurisdiction,2
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2b,D3_completeness,0
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2b,D4_authority,0
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2b,D5_scope,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G2b,critical_failure,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G3,D1_accuracy,2
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G3,D2_jurisdiction,3
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G3,D3_completeness,2
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G3,D4_authority,0
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G3,D5_scope,2
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G3,critical_failure,0
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4,D1_accuracy,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4,D2_jurisdiction,2
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4,D3_completeness,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4,D4_authority,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4,D5_scope,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4,critical_failure,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4b,D1_accuracy,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4b,D2_jurisdiction,2
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4b,D3_completeness,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4b,D4_authority,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4b,D5_scope,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4b,critical_failure,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4ng,D1_accuracy,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4ng,D2_jurisdiction,2
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4ng,D3_completeness,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4ng,D4_authority,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4ng,D5_scope,1
COR-02,Corporate / M&A,US - Delaware,3,B_terse,G4ng,critical_failure,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G1,D1_accuracy,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G1,D2_jurisdiction,3
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G1,D3_completeness,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G1,D4_authority,2
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G1,D5_scope,2
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G1,critical_failure,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2,D1_accuracy,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2,D2_jurisdiction,2
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2,D3_completeness,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2,D4_authority,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2,D5_scope,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2,critical_failure,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2b,D1_accuracy,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2b,D2_jurisdiction,2
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2b,D3_completeness,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2b,D4_authority,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2b,D5_scope,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G2b,critical_failure,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G3,D1_accuracy,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G3,D2_jurisdiction,3
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G3,D3_completeness,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G3,D4_authority,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G3,D5_scope,2
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G3,critical_failure,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4,D1_accuracy,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4,D2_jurisdiction,2
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4,D3_completeness,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4,D4_authority,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4,D5_scope,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4,critical_failure,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4b,D1_accuracy,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4b,D2_jurisdiction,2
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4b,D3_completeness,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4b,D4_authority,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4b,D5_scope,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4b,critical_failure,0
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4ng,D1_accuracy,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4ng,D2_jurisdiction,2
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4ng,D3_completeness,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4ng,D4_authority,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4ng,D5_scope,1
COR-03,Corporate / M&A,US - Delaware,2,A_standard,G4ng,critical_failure,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G1,D1_accuracy,3
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G1,D2_jurisdiction,3
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G1,D3_completeness,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G1,D4_authority,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G1,D5_scope,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G1,critical_failure,0
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2,D1_accuracy,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2,D2_jurisdiction,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2,D3_completeness,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2,D4_authority,0
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2,D5_scope,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2,critical_failure,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2b,D1_accuracy,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2b,D2_jurisdiction,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2b,D3_completeness,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2b,D4_authority,0
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2b,D5_scope,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G2b,critical_failure,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G3,D1_accuracy,3
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G3,D2_jurisdiction,3
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G3,D3_completeness,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G3,D4_authority,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G3,D5_scope,3
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G3,critical_failure,0
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4,D1_accuracy,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4,D2_jurisdiction,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4,D3_completeness,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4,D4_authority,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4,D5_scope,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4,critical_failure,0
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4b,D1_accuracy,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4b,D2_jurisdiction,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4b,D3_completeness,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4b,D4_authority,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4b,D5_scope,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4b,critical_failure,0
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4ng,D1_accuracy,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4ng,D2_jurisdiction,2
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4ng,D3_completeness,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4ng,D4_authority,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4ng,D5_scope,1
COR-04,Corporate / M&A,US - Delaware,3,B_terse,G4ng,critical_failure,0
COR-05,Corporate / tax,US - federal,3,A_standard,G1,D1_accuracy,1
COR-05,Corporate / tax,US - federal,3,A_standard,G1,D2_jurisdiction,2
COR-05,Corporate / tax,US - federal,3,A_standard,G1,D3_completeness,1
COR-05,Corporate / tax,US - federal,3,A_standard,G1,D4_authority,1
COR-05,Corporate / tax,US - federal,3,A_standard,G1,D5_scope,2
COR-05,Corporate / tax,US - federal,3,A_standard,G1,critical_failure,0
COR-05,Corporate / tax,US - federal,3,A_standard,G2,D1_accuracy,1
COR-05,Corporate / tax,US - federal,3,A_standard,G2,D2_jurisdiction,2
COR-05,Corporate / tax,US - federal,3,A_standard,G2,D3_completeness,1
COR-05,Corporate / tax,US - federal,3,A_standard,G2,D4_authority,1
COR-05,Corporate / tax,US - federal,3,A_standard,G2,D5_scope,1
COR-05,Corporate / tax,US - federal,3,A_standard,G2,critical_failure,1
COR-05,Corporate / tax,US - federal,3,A_standard,G2b,D1_accuracy,1
COR-05,Corporate / tax,US - federal,3,A_standard,G2b,D2_jurisdiction,2
COR-05,Corporate / tax,US - federal,3,A_standard,G2b,D3_completeness,1
COR-05,Corporate / tax,US - federal,3,A_standard,G2b,D4_authority,1
COR-05,Corporate / tax,US - federal,3,A_standard,G2b,D5_scope,1
COR-05,Corporate / tax,US - federal,3,A_standard,G2b,critical_failure,1
COR-05,Corporate / tax,US - federal,3,A_standard,G3,D1_accuracy,2
COR-05,Corporate / tax,US - federal,3,A_standard,G3,D2_jurisdiction,3
COR-05,Corporate / tax,US - federal,3,A_standard,G3,D3_completeness,1
COR-05,Corporate / tax,US - federal,3,A_standard,G3,D4_authority,2
COR-05,Corporate / tax,US - federal,3,A_standard,G3,D5_scope,2
COR-05,Corporate / tax,US - federal,3,A_standard,G3,critical_failure,0
COR-05,Corporate / tax,US - federal,3,A_standard,G4,D1_accuracy,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4,D2_jurisdiction,2
COR-05,Corporate / tax,US - federal,3,A_standard,G4,D3_completeness,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4,D4_authority,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4,D5_scope,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4,critical_failure,0
COR-05,Corporate / tax,US - federal,3,A_standard,G4b,D1_accuracy,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4b,D2_jurisdiction,2
COR-05,Corporate / tax,US - federal,3,A_standard,G4b,D3_completeness,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4b,D4_authority,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4b,D5_scope,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4b,critical_failure,0
COR-05,Corporate / tax,US - federal,3,A_standard,G4ng,D1_accuracy,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4ng,D2_jurisdiction,2
COR-05,Corporate / tax,US - federal,3,A_standard,G4ng,D3_completeness,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4ng,D4_authority,1
COR-05,Corporate / tax,US - federal,3,A_standard,G4ng,D5_scope,2
COR-05,Corporate / tax,US - federal,3,A_standard,G4ng,critical_failure,1
COR-05,Corporate / tax,US - federal,3,A_standard,GH,D1_accuracy,0
COR-05,Corporate / tax,US - federal,3,A_standard,GH,D2_jurisdiction,2
COR-05,Corporate / tax,US - federal,3,A_standard,GH,D3_completeness,1
COR-05,Corporate / tax,US - federal,3,A_standard,GH,D4_authority,1
COR-05,Corporate / tax,US - federal,3,A_standard,GH,D5_scope,1
COR-05,Corporate / tax,US - federal,3,A_standard,GH,critical_failure,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G1,D1_accuracy,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G1,D2_jurisdiction,2
COR-06,Antitrust / M&A,US - federal,2,B_terse,G1,D3_completeness,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G1,D4_authority,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G1,D5_scope,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G1,critical_failure,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2,D1_accuracy,0
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2,D2_jurisdiction,2
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2,D3_completeness,0
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2,D4_authority,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2,D5_scope,0
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2,critical_failure,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2b,D1_accuracy,0
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2b,D2_jurisdiction,2
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2b,D3_completeness,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2b,D4_authority,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2b,D5_scope,0
COR-06,Antitrust / M&A,US - federal,2,B_terse,G2b,critical_failure,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G3,D1_accuracy,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G3,D2_jurisdiction,3
COR-06,Antitrust / M&A,US - federal,2,B_terse,G3,D3_completeness,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G3,D4_authority,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G3,D5_scope,2
COR-06,Antitrust / M&A,US - federal,2,B_terse,G3,critical_failure,0
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4,D1_accuracy,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4,D2_jurisdiction,2
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4,D3_completeness,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4,D4_authority,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4,D5_scope,0
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4,critical_failure,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4b,D1_accuracy,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4b,D2_jurisdiction,2
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4b,D3_completeness,0
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4b,D4_authority,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4b,D5_scope,0
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4b,critical_failure,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4ng,D1_accuracy,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4ng,D2_jurisdiction,2
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4ng,D3_completeness,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4ng,D4_authority,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4ng,D5_scope,1
COR-06,Antitrust / M&A,US - federal,2,B_terse,G4ng,critical_failure,1
EMP-01,Employment,US - federal + state,3,A_standard,G1,D1_accuracy,2
EMP-01,Employment,US - federal + state,3,A_standard,G1,D2_jurisdiction,2
EMP-01,Employment,US - federal + state,3,A_standard,G1,D3_completeness,2
EMP-01,Employment,US - federal + state,3,A_standard,G1,D4_authority,2
EMP-01,Employment,US - federal + state,3,A_standard,G1,D5_scope,3
EMP-01,Employment,US - federal + state,3,A_standard,G1,critical_failure,0
EMP-01,Employment,US - federal + state,3,A_standard,G2,D1_accuracy,1
EMP-01,Employment,US - federal + state,3,A_standard,G2,D2_jurisdiction,1
EMP-01,Employment,US - federal + state,3,A_standard,G2,D3_completeness,1
EMP-01,Employment,US - federal + state,3,A_standard,G2,D4_authority,1
EMP-01,Employment,US - federal + state,3,A_standard,G2,D5_scope,1
EMP-01,Employment,US - federal + state,3,A_standard,G2,critical_failure,1
EMP-01,Employment,US - federal + state,3,A_standard,G2b,D1_accuracy,1
EMP-01,Employment,US - federal + state,3,A_standard,G2b,D2_jurisdiction,1
EMP-01,Employment,US - federal + state,3,A_standard,G2b,D3_completeness,1
EMP-01,Employment,US - federal + state,3,A_standard,G2b,D4_authority,1
EMP-01,Employment,US - federal + state,3,A_standard,G2b,D5_scope,1
EMP-01,Employment,US - federal + state,3,A_standard,G2b,critical_failure,1
EMP-01,Employment,US - federal + state,3,A_standard,G3,D1_accuracy,3
EMP-01,Employment,US - federal + state,3,A_standard,G3,D2_jurisdiction,3
EMP-01,Employment,US - federal + state,3,A_standard,G3,D3_completeness,3
EMP-01,Employment,US - federal + state,3,A_standard,G3,D4_authority,2
EMP-01,Employment,US - federal + state,3,A_standard,G3,D5_scope,3
EMP-01,Employment,US - federal + state,3,A_standard,G3,critical_failure,0
EMP-01,Employment,US - federal + state,3,A_standard,G4,D1_accuracy,2
EMP-01,Employment,US - federal + state,3,A_standard,G4,D2_jurisdiction,1
EMP-01,Employment,US - federal + state,3,A_standard,G4,D3_completeness,2
EMP-01,Employment,US - federal + state,3,A_standard,G4,D4_authority,1
EMP-01,Employment,US - federal + state,3,A_standard,G4,D5_scope,2
EMP-01,Employment,US - federal + state,3,A_standard,G4,critical_failure,0
EMP-01,Employment,US - federal + state,3,A_standard,G4b,D1_accuracy,2
EMP-01,Employment,US - federal + state,3,A_standard,G4b,D2_jurisdiction,1
EMP-01,Employment,US - federal + state,3,A_standard,G4b,D3_completeness,2
EMP-01,Employment,US - federal + state,3,A_standard,G4b,D4_authority,1
EMP-01,Employment,US - federal + state,3,A_standard,G4b,D5_scope,2
EMP-01,Employment,US - federal + state,3,A_standard,G4b,critical_failure,0
EMP-01,Employment,US - federal + state,3,A_standard,G4ng,D1_accuracy,1
EMP-01,Employment,US - federal + state,3,A_standard,G4ng,D2_jurisdiction,1
EMP-01,Employment,US - federal + state,3,A_standard,G4ng,D3_completeness,1
EMP-01,Employment,US - federal + state,3,A_standard,G4ng,D4_authority,1
EMP-01,Employment,US - federal + state,3,A_standard,G4ng,D5_scope,1
EMP-01,Employment,US - federal + state,3,A_standard,G4ng,critical_failure,0
EMP-01,Employment,US - federal + state,3,A_standard,GH,D1_accuracy,1
EMP-01,Employment,US - federal + state,3,A_standard,GH,D2_jurisdiction,1
EMP-01,Employment,US - federal + state,3,A_standard,GH,D3_completeness,1
EMP-01,Employment,US - federal + state,3,A_standard,GH,D4_authority,1
EMP-01,Employment,US - federal + state,3,A_standard,GH,D5_scope,1
EMP-01,Employment,US - federal + state,3,A_standard,GH,critical_failure,1
EMP-02,Employment,US - California,2,B_terse,G1,D1_accuracy,2
EMP-02,Employment,US - California,2,B_terse,G1,D2_jurisdiction,3
EMP-02,Employment,US - California,2,B_terse,G1,D3_completeness,1
EMP-02,Employment,US - California,2,B_terse,G1,D4_authority,2
EMP-02,Employment,US - California,2,B_terse,G1,D5_scope,3
EMP-02,Employment,US - California,2,B_terse,G1,critical_failure,0
EMP-02,Employment,US - California,2,B_terse,G2,D1_accuracy,2
EMP-02,Employment,US - California,2,B_terse,G2,D2_jurisdiction,2
EMP-02,Employment,US - California,2,B_terse,G2,D3_completeness,1
EMP-02,Employment,US - California,2,B_terse,G2,D4_authority,1
EMP-02,Employment,US - California,2,B_terse,G2,D5_scope,1
EMP-02,Employment,US - California,2,B_terse,G2,critical_failure,0
EMP-02,Employment,US - California,2,B_terse,G2b,D1_accuracy,2
EMP-02,Employment,US - California,2,B_terse,G2b,D2_jurisdiction,2
EMP-02,Employment,US - California,2,B_terse,G2b,D3_completeness,1
EMP-02,Employment,US - California,2,B_terse,G2b,D4_authority,1
EMP-02,Employment,US - California,2,B_terse,G2b,D5_scope,1
EMP-02,Employment,US - California,2,B_terse,G2b,critical_failure,0
EMP-02,Employment,US - California,2,B_terse,G3,D1_accuracy,3
EMP-02,Employment,US - California,2,B_terse,G3,D2_jurisdiction,3
EMP-02,Employment,US - California,2,B_terse,G3,D3_completeness,2
EMP-02,Employment,US - California,2,B_terse,G3,D4_authority,2
EMP-02,Employment,US - California,2,B_terse,G3,D5_scope,3
EMP-02,Employment,US - California,2,B_terse,G3,critical_failure,0
EMP-02,Employment,US - California,2,B_terse,G4,D1_accuracy,2
EMP-02,Employment,US - California,2,B_terse,G4,D2_jurisdiction,2
EMP-02,Employment,US - California,2,B_terse,G4,D3_completeness,1
EMP-02,Employment,US - California,2,B_terse,G4,D4_authority,1
EMP-02,Employment,US - California,2,B_terse,G4,D5_scope,1
EMP-02,Employment,US - California,2,B_terse,G4,critical_failure,0
EMP-02,Employment,US - California,2,B_terse,G4b,D1_accuracy,2
EMP-02,Employment,US - California,2,B_terse,G4b,D2_jurisdiction,2
EMP-02,Employment,US - California,2,B_terse,G4b,D3_completeness,1
EMP-02,Employment,US - California,2,B_terse,G4b,D4_authority,1
EMP-02,Employment,US - California,2,B_terse,G4b,D5_scope,1
EMP-02,Employment,US - California,2,B_terse,G4b,critical_failure,0
EMP-02,Employment,US - California,2,B_terse,G4ng,D1_accuracy,1
EMP-02,Employment,US - California,2,B_terse,G4ng,D2_jurisdiction,2
EMP-02,Employment,US - California,2,B_terse,G4ng,D3_completeness,1
EMP-02,Employment,US - California,2,B_terse,G4ng,D4_authority,1
EMP-02,Employment,US - California,2,B_terse,G4ng,D5_scope,1
